0.1 , 0.0466888 , 0.99995
0.3 , 0.0484436 , 0.99985
0.5 , 0.045536 , 0.99975
0.7 , 0.0367645 , 0.99965
0.9 , 0.0290528 , 0.99955
1.1 , 0.021487 , 0.99945
1.3 , 0.015704 , 0.99935
1.5 , 0.0109547 , 0.99925
1.7 , 0.00760655 , 0.99915
1.9 , 0.00512525 , 0.99905
2.1 , 0.00350856 , 0.99895
2.3 , 0.00241388 , 0.99885
2.5 , 0.00176574 , 0.99875
2.7 , 0.00136863 , 0.99865
2.9 , 0.00116419 , 0.99855
3.1 , 0.00105533 , 0.99845
3.3 , 0.00101362 , 0.99835
3.5 , 0.000998073 , 0.99825
3.7 , 0.000999681 , 0.99815
3.9 , 0.00100412 , 0.99805
4.1 , 0.00101056 , 0.99795
4.3 , 0.001015 , 0.99785
4.5 , 0.00101862 , 0.99775
4.7 , 0.00102058 , 0.99765
4.9 , 0.0010219 , 0.99755
5.1 , 0.00102245 , 0.99745
5.3 , 0.00102276 , 0.99735
5.5 , 0.00102281 , 0.99725
5.7 , 0.00102282 , 0.99715
5.9 , 0.00102276 , 0.99705
6.1 , 0.0010227 , 0.99695
6.3 , 0.00102263 , 0.99685
6.5 , 0.00102257 , 0.99675
6.7 , 0.00102251 , 0.99665
6.9 , 0.00102245 , 0.99655
7.1 , 0.0010224 , 0.99645
7.3 , 0.00102234 , 0.99635
7.5 , 0.00102229 , 0.99625
7.7 , 0.00102223 , 0.99615
7.9 , 0.00102218 , 0.99605
8.1 , 0.00102212 , 0.99595
8.3 , 0.00102207 , 0.99585
8.5 , 0.00102202 , 0.99575
8.7 , 0.00102196 , 0.99565
8.9 , 0.00102191 , 0.99555
9.1 , 0.00102185 , 0.99545
9.3 , 0.0010218 , 0.99535
9.5 , 0.00102174 , 0.99525
9.7 , 0.00102169 , 0.99515
9.9 , 0.00102164 , 0.99505
10.1 , 0.00102158 , 0.99495
10.3 , 0.00102153 , 0.99485
10.5 , 0.00102147 , 0.99475
10.7 , 0.00102142 , 0.99465
10.9 , 0.00102136 , 0.99455
11.1 , 0.00102131 , 0.99445
11.3 , 0.00102126 , 0.99435
11.5 , 0.0010212 , 0.99425
11.7 , 0.00102115 , 0.99415
11.9 , 0.00102109 , 0.99405
12.1 , 0.00102104 , 0.99395
12.3 , 0.00102098 , 0.99385
12.5 , 0.00102093 , 0.99375
12.7 , 0.00102087 , 0.99365
12.9 , 0.00102082 , 0.99355
13.1 , 0.00102077 , 0.99345
13.3 , 0.00102071 , 0.99335
13.5 , 0.00102066 , 0.99325
13.7 , 0.0010206 , 0.99315
13.9 , 0.00102055 , 0.99305
14.1 , 0.00102049 , 0.99295
14.3 , 0.00102044 , 0.99285
14.5 , 0.00102039 , 0.99275
14.7 , 0.00102033 , 0.99265
14.9 , 0.00102028 , 0.99255
15.1 , 0.00102022 , 0.99245
15.3 , 0.00102017 , 0.99235
15.5 , 0.00102012 , 0.99225
15.7 , 0.00102006 , 0.99215
15.9 , 0.00102 , 0.99205
16.1 , 0.00101995 , 0.99195
16.3 , 0.00101987 , 0.99185
16.5 , 0.00101979 , 0.99175
16.7 , 0.00101966 , 0.99165
16.9 , 0.00101955 , 0.99155
17.1 , 0.00101932 , 0.99145
17.3 , 0.00101923 , 0.99135
17.5 , 0.001019 , 0.99125
17.7 , 0.00101928 , 0.99115
17.9 , 0.00101952 , 0.99105
18.1 , 0.00102129 , 0.99095
18.3 , 0.00102325 , 0.99085
18.5 , 0.0010288 , 0.99075
18.7 , 0.00103439 , 0.99065
18.9 , 0.00104691 , 0.99055
19.1 , 0.00105667 , 0.99045
19.3 , 0.00107797 , 0.99035
19.5 , 0.00108499 , 0.99025
19.7 , 0.00111064 , 0.99015
19.9 , 0.0010789 , 0.99005
0.1 , 0.0466888 , -0.99995
0.3 , 0.0484436 , -0.99985
0.5 , 0.045536 , -0.99975
0.7 , 0.0367645 , -0.99965
0.9 , 0.0290528 , -0.99955
1.1 , 0.021487 , -0.99945
1.3 , 0.015704 , -0.99935
1.5 , 0.0109547 , -0.99925
1.7 , 0.00760655 , -0.99915
1.9 , 0.00512525 , -0.99905
2.1 , 0.00350855 , -0.99895
2.3 , 0.00241388 , -0.99885
2.5 , 0.00176574 , -0.99875
2.7 , 0.00136863 , -0.99865
2.9 , 0.00116419 , -0.99855
3.1 , 0.00105533 , -0.99845
3.3 , 0.00101362 , -0.99835
3.5 , 0.000998074 , -0.99825
3.7 , 0.00099968 , -0.99815
3.9 , 0.00100412 , -0.99805
4.1 , 0.00101056 , -0.99795
4.3 , 0.001015 , -0.99785
4.5 , 0.00101862 , -0.99775
4.7 , 0.00102058 , -0.99765
4.9 , 0.0010219 , -0.99755
5.1 , 0.00102245 , -0.99745
5.3 , 0.00102276 , -0.99735
5.5 , 0.00102281 , -0.99725
5.7 , 0.00102283 , -0.99715
5.9 , 0.00102276 , -0.99705
6.1 , 0.0010227 , -0.99695
6.3 , 0.00102263 , -0.99685
6.5 , 0.00102257 , -0.99675
6.7 , 0.00102251 , -0.99665
6.9 , 0.00102245 , -0.99655
7.1 , 0.0010224 , -0.99645
7.3 , 0.00102234 , -0.99635
7.5 , 0.00102229 , -0.99625
7.7 , 0.00102223 , -0.99615
7.9 , 0.00102218 , -0.99605
8.1 , 0.00102212 , -0.99595
8.3 , 0.00102207 , -0.99585
8.5 , 0.00102202 , -0.99575
8.7 , 0.00102196 , -0.99565
8.9 , 0.00102191 , -0.99555
9.1 , 0.00102185 , -0.99545
9.3 , 0.0010218 , -0.99535
9.5 , 0.00102174 , -0.99525
9.7 , 0.00102169 , -0.99515
9.9 , 0.00102164 , -0.99505
10.1 , 0.00102158 , -0.99495
10.3 , 0.00102153 , -0.99485
10.5 , 0.00102147 , -0.99475
10.7 , 0.00102142 , -0.99465
10.9 , 0.00102136 , -0.99455
11.1 , 0.00102131 , -0.99445
11.3 , 0.00102126 , -0.99435
11.5 , 0.0010212 , -0.99425
11.7 , 0.00102115 , -0.99415
11.9 , 0.00102109 , -0.99405
12.1 , 0.00102104 , -0.99395
12.3 , 0.00102098 , -0.99385
12.5 , 0.00102093 , -0.99375
12.7 , 0.00102088 , -0.99365
12.9 , 0.00102082 , -0.99355
13.1 , 0.00102077 , -0.99345
13.3 , 0.00102071 , -0.99335
13.5 , 0.00102066 , -0.99325
13.7 , 0.0010206 , -0.99315
13.9 , 0.00102055 , -0.99305
14.1 , 0.00102049 , -0.99295
14.3 , 0.00102044 , -0.99285
14.5 , 0.00102039 , -0.99275
14.7 , 0.00102033 , -0.99265
14.9 , 0.00102028 , -0.99255
15.1 , 0.00102022 , -0.99245
15.3 , 0.00102017 , -0.99235
15.5 , 0.00102012 , -0.99225
15.7 , 0.00102006 , -0.99215
15.9 , 0.00102 , -0.99205
16.1 , 0.00101995 , -0.99195
16.3 , 0.00101987 , -0.99185
16.5 , 0.00101979 , -0.99175
16.7 , 0.00101966 , -0.99165
16.9 , 0.00101955 , -0.99155
17.1 , 0.00101932 , -0.99145
17.3 , 0.00101923 , -0.99135
17.5 , 0.001019 , -0.99125
17.7 , 0.00101928 , -0.99115
17.9 , 0.00101952 , -0.99105
18.1 , 0.00102129 , -0.99095
18.3 , 0.00102325 , -0.99085
18.5 , 0.0010288 , -0.99075
18.7 , 0.00103439 , -0.99065
18.9 , 0.00104691 , -0.99055
19.1 , 0.00105667 , -0.99045
19.3 , 0.00107797 , -0.99035
19.5 , 0.00108499 , -0.99025
19.7 , 0.00111064 , -0.99015
19.9 , 0.0010789 , -0.99005
